uids,merchant_click_seq
294,"['merch2', 'merch7', 'merch3', 'merch4', 'merch2', 'merch3', 'merch9', 'merch5', 'merch2', 'merch0', 'merch1', 'merch2', 'merch3', 'merch8', 'merch0', 'merch2']"
295,"['merch4', 'merch1', 'merch2', 'merch5', 'merch3', 'merch8', 'merch3', 'merch1', 'merch5', 'merch7', 'merch9']"
296,"['merch8', 'merch1', 'merch2', 'merch3', 'merch4', 'merch5', 'merch1', 'merch3', 'merch1', 'merch5', 'merch4', 'merch3', 'merch2']"
297,"['merch9', 'merch3', 'merch1', 'merch4', 'merch1', 'merch7', 'merch2', 'merch9', 'merch1', 'merch2', 'merch5', 'merch3', 'merch4']"
298,"['merch9', 'merch7', 'merch5', 'merch2', 'merch0', 'merch4', 'merch1', 'merch0', 'merch9', 'merch4', 'merch2', 'merch9', 'merch8', 'merch1', 'merch3', 'merch2', 'merch0', 'merch1', 'merch5', 'merch9']"
299,"['merch2', 'merch3', 'merch2', 'merch3', 'merch5', 'merch7', 'merch1', 'merch3', 'merch1', 'merch6', 'merch3', 'merch7', 'merch1', 'merch2', 'merch9']"
300,"['merch4', 'merch2', 'merch5', 'merch4', 'merch0', 'merch2', 'merch4', 'merch8', 'merch3', 'merch9', 'merch6', 'merch3', 'merch8', 'merch1', 'merch9', 'merch4']"
301,"['merch4', 'merch7', 'merch0', 'merch4', 'merch5', 'merch4', 'merch8', 'merch9', 'merch1', 'merch4', 'merch8', 'merch1', 'merch9', 'merch6', 'merch0', 'merch6', 'merch8']"
302,"['merch8', 'merch2', 'merch9', 'merch1', 'merch2', 'merch8', 'merch0', 'merch1', 'merch0', 'merch6', 'merch1', 'merch8', 'merch9', 'merch3']"
303,"['merch9', 'merch0', 'merch2', 'merch7', 'merch6', 'merch5', 'merch7', 'merch2', 'merch1', 'merch5', 'merch9', 'merch3', 'merch8', 'merch1', 'merch4', 'merch7', 'merch6', 'merch1']"
304,"['merch7', 'merch4', 'merch1', 'merch9', 'merch2', 'merch6', 'merch4', 'merch9', 'merch2', 'merch9', 'merch1', 'merch2', 'merch1', 'merch2', 'merch9']"
305,"['merch3', 'merch2', 'merch5', 'merch1', 'merch5', 'merch1', 'merch7', 'merch0', 'merch1', 'merch0', 'merch1', 'merch0', 'merch2', 'merch3', 'merch7', 'merch0', 'merch1', 'merch4', 'merch6']"
306,"['merch2', 'merch5', 'merch1', 'merch5', 'merch4', 'merch3', 'merch7', 'merch0', 'merch1', 'merch3', 'merch9', 'merch7', 'merch4', 'merch1', 'merch6', 'merch3', 'merch6']"
307,"['merch0', 'merch4', 'merch8', 'merch1', 'merch2', 'merch4', 'merch0', 'merch3', 'merch9', 'merch3', 'merch0']"
308,"['merch1', 'merch2', 'merch1', 'merch8', 'merch1', 'merch5', 'merch2', 'merch4']"
309,"['merch8', 'merch5', 'merch1', 'merch4', 'merch7', 'merch1', 'merch7', 'merch4', 'merch2', 'merch5', 'merch6', 'merch4', 'merch5', 'merch2', 'merch4', 'merch2', 'merch8', 'merch7', 'merch6']"
310,"['merch2', 'merch0', 'merch2', 'merch4', 'merch3', 'merch9', 'merch0', 'merch3', 'merch8', 'merch7', 'merch4', 'merch1']"
311,"['merch3', 'merch0', 'merch2', 'merch1', 'merch4', 'merch2', 'merch0', 'merch2', 'merch7', 'merch9', 'merch5', 'merch0']"
312,"['merch5', 'merch9', 'merch1', 'merch8', 'merch1', 'merch7', 'merch3', 'merch1', 'merch6', 'merch7', 'merch1', 'merch5', 'merch2']"
313,"['merch3', 'merch9', 'merch1', 'merch8', 'merch4', 'merch2', 'merch5', 'merch0', 'merch3', 'merch8', 'merch0', 'merch5', 'merch2', 'merch3', 'merch1', 'merch2', 'merch9']"
314,"['merch6', 'merch4', 'merch1', 'merch3', 'merch8', 'merch2', 'merch3', 'merch8', 'merch2', 'merch8', 'merch2', 'merch3', 'merch7', 'merch4', 'merch1', 'merch4']"
315,"['merch8', 'merch5', 'merch8', 'merch6', 'merch9', 'merch1', 'merch3', 'merch4', 'merch3', 'merch4', 'merch1', 'merch3', 'merch2']"
316,"['merch9', 'merch2', 'merch1', 'merch7', 'merch2', 'merch6', 'merch3', 'merch2', 'merch4', 'merch1', 'merch7', 'merch1', 'merch8']"
317,"['merch3', 'merch2', 'merch3', 'merch1', 'merch4', 'merch1', 'merch7', 'merch0', 'merch7', 'merch3', 'merch1', 'merch9', 'merch2', 'merch4', 'merch5', 'merch0', 'merch5', 'merch0', 'merch3', 'merch5', 'merch1']"
318,"['merch5', 'merch4', 'merch7', 'merch8', 'merch4', 'merch9', 'merch6', 'merch4', 'merch1', 'merch4', 'merch1', 'merch6', 'merch1']"
319,"['merch5', 'merch1', 'merch9', 'merch7', 'merch2', 'merch1', 'merch2', 'merch1', 'merch0', 'merch9', 'merch1', 'merch2', 'merch8', 'merch5', 'merch4', 'merch5', 'merch1', 'merch5', 'merch1', 'merch7', 'merch1', 'merch2']"
320,"['merch1', 'merch2', 'merch3', 'merch5', 'merch8', 'merch2', 'merch5', 'merch4', 'merch2', 'merch4', 'merch8', 'merch7', 'merch1', 'merch3', 'merch0', 'merch7', 'merch2', 'merch1', 'merch2', 'merch7']"
321,"['merch8', 'merch7', 'merch0', 'merch7', 'merch2', 'merch5', 'merch0', 'merch9', 'merch4', 'merch2', 'merch4', 'merch8', 'merch5']"
322,"['merch1', 'merch7', 'merch4', 'merch3', 'merch1', 'merch8', 'merch1', 'merch7', 'merch4', 'merch2', 'merch4', 'merch2', 'merch3', 'merch7', 'merch4']"
323,"['merch5', 'merch6', 'merch3', 'merch5', 'merch9', 'merch8', 'merch4', 'merch1', 'merch4', 'merch1', 'merch3', 'merch2']"
324,"['merch9', 'merch2', 'merch5', 'merch4', 'merch9', 'merch4', 'merch7', 'merch1', 'merch5', 'merch1', 'merch2', 'merch1', 'merch2', 'merch1']"
325,"['merch3', 'merch1', 'merch9', 'merch0', 'merch5', 'merch9', 'merch1', 'merch8', 'merch5']"
326,"['merch1', 'merch3', 'merch4', 'merch8', 'merch4', 'merch6', 'merch7', 'merch3', 'merch0', 'merch5', 'merch4', 'merch1', 'merch2', 'merch8', 'merch2', 'merch9', 'merch1', 'merch6', 'merch5', 'merch1', 'merch2', 'merch5', 'merch1']"
327,"['merch2', 'merch9', 'merch1', 'merch9', 'merch4', 'merch9', 'merch4', 'merch1', 'merch3', 'merch5', 'merch4', 'merch8', 'merch1']"
328,"['merch9', 'merch0', 'merch7', 'merch2', 'merch8', 'merch1', 'merch4', 'merch8', 'merch4', 'merch3', 'merch8', 'merch7', 'merch2', 'merch3', 'merch1', 'merch4', 'merch3', 'merch7']"
329,"['merch0', 'merch1', 'merch3', 'merch2', 'merch6', 'merch3', 'merch9', 'merch6', 'merch0', 'merch1', 'merch9', 'merch0', 'merch8', 'merch1']"
330,"['merch4', 'merch1', 'merch7', 'merch9', 'merch0', 'merch7', 'merch1', 'merch4', 'merch5', 'merch2', 'merch1', 'merch2', 'merch9', 'merch1', 'merch7', 'merch1']"
331,"['merch7', 'merch5', 'merch7', 'merch3', 'merch2', 'merch5', 'merch1', 'merch7', 'merch1', 'merch2']"
332,"['merch5', 'merch2', 'merch5', 'merch4', 'merch2', 'merch9', 'merch3', 'merch1', 'merch5']"
333,"['merch4', 'merch7', 'merch9', 'merch7', 'merch9', 'merch1', 'merch3', 'merch5', 'merch1', 'merch5', 'merch9', 'merch6', 'merch5', 'merch3', 'merch2', 'merch9', 'merch1']"
334,"['merch5', 'merch2', 'merch6', 'merch1', 'merch2', 'merch3', 'merch6', 'merch1', 'merch2', 'merch1', 'merch2', 'merch1', 'merch4', 'merch3', 'merch2']"
335,"['merch2', 'merch1', 'merch3', 'merch4', 'merch5', 'merch2', 'merch9', 'merch0', 'merch2', 'merch6', 'merch7', 'merch9']"
336,"['merch2', 'merch3', 'merch2', 'merch9', 'merch7', 'merch2', 'merch9', 'merch2', 'merch8']"
337,"['merch3', 'merch7', 'merch4', 'merch1', 'merch2', 'merch7', 'merch3', 'merch2', 'merch9', 'merch3', 'merch2', 'merch6', 'merch8', 'merch9', 'merch2']"
338,"['merch7', 'merch9', 'merch8', 'merch2', 'merch9', 'merch2', 'merch8', 'merch1', 'merch2', 'merch1', 'merch4', 'merch1', 'merch2', 'merch5', 'merch4', 'merch9', 'merch5', 'merch6', 'merch2', 'merch1']"
339,"['merch2', 'merch0', 'merch1', 'merch9', 'merch8', 'merch9', 'merch0', 'merch8', 'merch9', 'merch2', 'merch5']"
340,"['merch2', 'merch1', 'merch3', 'merch2', 'merch3', 'merch2', 'merch3', 'merch1', 'merch3', 'merch8', 'merch2', 'merch1', 'merch7', 'merch2']"
341,"['merch1', 'merch9', 'merch0', 'merch7', 'merch4', 'merch9', 'merch4', 'merch9', 'merch5', 'merch4', 'merch3', 'merch9', 'merch7', 'merch9', 'merch8']"
342,"['merch9', 'merch1', 'merch3', 'merch4', 'merch1', 'merch5', 'merch0', 'merch2']"
343,"['merch1', 'merch3', 'merch4', 'merch3', 'merch1', 'merch2', 'merch6', 'merch3', 'merch5', 'merch8', 'merch3', 'merch2', 'merch8', 'merch1', 'merch2', 'merch4', 'merch2']"
344,"['merch9', 'merch0', 'merch2', 'merch1', 'merch7', 'merch1', 'merch6', 'merch9', 'merch2', 'merch9', 'merch3', 'merch4', 'merch3', 'merch7', 'merch2', 'merch1', 'merch4', 'merch2', 'merch0']"
345,"['merch9', 'merch7', 'merch2', 'merch8', 'merch3', 'merch0', 'merch8', 'merch5', 'merch2', 'merch9', 'merch0']"
346,"['merch2', 'merch9', 'merch3', 'merch7', 'merch4', 'merch3', 'merch2', 'merch1', 'merch2', 'merch1', 'merch7', 'merch5']"
347,"['merch1', 'merch9', 'merch1', 'merch7', 'merch3', 'merch2', 'merch8', 'merch9', 'merch2', 'merch6', 'merch9']"
348,"['merch9', 'merch5', 'merch0', 'merch8', 'merch7', 'merch8', 'merch9', 'merch2', 'merch8', 'merch1', 'merch3', 'merch1']"
349,"['merch2', 'merch5', 'merch3', 'merch1', 'merch2', 'merch5', 'merch4', 'merch1', 'merch2', 'merch5', 'merch2', 'merch1', 'merch3', 'merch7', 'merch9']"
350,"['merch1', 'merch2', 'merch8', 'merch2', 'merch4', 'merch1', 'merch8', 'merch5', 'merch3', 'merch8', 'merch3', 'merch1', 'merch9', 'merch7', 'merch0', 'merch7', 'merch8']"
351,"['merch2', 'merch6', 'merch5', 'merch7', 'merch3', 'merch1', 'merch8', 'merch5', 'merch2', 'merch9', 'merch8', 'merch4', 'merch1', 'merch2']"
352,"['merch3', 'merch5', 'merch1', 'merch4', 'merch9', 'merch6', 'merch7', 'merch9', 'merch1', 'merch4', 'merch1', 'merch4', 'merch0', 'merch3', 'merch6', 'merch4', 'merch7', 'merch3', 'merch2', 'merch5', 'merch4', 'merch8', 'merch3']"
353,"['merch2', 'merch7', 'merch3', 'merch2', 'merch8', 'merch7', 'merch4', 'merch5', 'merch1']"
354,"['merch3', 'merch1', 'merch8', 'merch1', 'merch8', 'merch3', 'merch4', 'merch1', 'merch2', 'merch5', 'merch2', 'merch5']"
355,"['merch5', 'merch1', 'merch6', 'merch5', 'merch3', 'merch1', 'merch6', 'merch1', 'merch2', 'merch8', 'merch0', 'merch2']"
356,"['merch2', 'merch1', 'merch5', 'merch2', 'merch0', 'merch2', 'merch0', 'merch1', 'merch5']"
357,"['merch4', 'merch1', 'merch8', 'merch5', 'merch7', 'merch9', 'merch8', 'merch5', 'merch7']"
358,"['merch0', 'merch4', 'merch7', 'merch1', 'merch0', 'merch1', 'merch3', 'merch5', 'merch2', 'merch5', 'merch4', 'merch7', 'merch1', 'merch9', 'merch0', 'merch3', 'merch2', 'merch8', 'merch4']"
359,"['merch1', 'merch4', 'merch3', 'merch2', 'merch4', 'merch0', 'merch1', 'merch8', 'merch5', 'merch9', 'merch2', 'merch3', 'merch2', 'merch3', 'merch2']"
360,"['merch8', 'merch9', 'merch1', 'merch2', 'merch8', 'merch1', 'merch0', 'merch9', 'merch7', 'merch4', 'merch3', 'merch4', 'merch7', 'merch1', 'merch4', 'merch1']"
361,"['merch7', 'merch8', 'merch1', 'merch8', 'merch7', 'merch2', 'merch4', 'merch2', 'merch3', 'merch5', 'merch3']"
362,"['merch0', 'merch7', 'merch5', 'merch7', 'merch2', 'merch7', 'merch1', 'merch9', 'merch7', 'merch6', 'merch1', 'merch3']"
363,"['merch2', 'merch5', 'merch7', 'merch2', 'merch1', 'merch9', 'merch8', 'merch1', 'merch9', 'merch1', 'merch4', 'merch3', 'merch2', 'merch9']"
364,"['merch4', 'merch2', 'merch9', 'merch5', 'merch2', 'merch9', 'merch1', 'merch2', 'merch6', 'merch1', 'merch5', 'merch1', 'merch3', 'merch1', 'merch8', 'merch2']"
365,"['merch0', 'merch4', 'merch9', 'merch0', 'merch2', 'merch5', 'merch6', 'merch0', 'merch7']"
366,"['merch0', 'merch5', 'merch1', 'merch3', 'merch5', 'merch7', 'merch9', 'merch5', 'merch3', 'merch1', 'merch8']"
367,"['merch1', 'merch8', 'merch2', 'merch5', 'merch0', 'merch1', 'merch0', 'merch8', 'merch3', 'merch2', 'merch1']"
368,"['merch9', 'merch4', 'merch2', 'merch7', 'merch3', 'merch1', 'merch2']"
369,"['merch4', 'merch1', 'merch5', 'merch1', 'merch9', 'merch3', 'merch9', 'merch1', 'merch9', 'merch3', 'merch1', 'merch7', 'merch5', 'merch3', 'merch6', 'merch9']"
370,"['merch9', 'merch7', 'merch6', 'merch3', 'merch1', 'merch4', 'merch1', 'merch5', 'merch3', 'merch5', 'merch7', 'merch9', 'merch2', 'merch1']"
371,"['merch1', 'merch0', 'merch6', 'merch8', 'merch3', 'merch1', 'merch4', 'merch6', 'merch3', 'merch1', 'merch2', 'merch4', 'merch3', 'merch2', 'merch9', 'merch2', 'merch5']"
372,"['merch1', 'merch3', 'merch5', 'merch1', 'merch4', 'merch3', 'merch9', 'merch7', 'merch4', 'merch0', 'merch2', 'merch3', 'merch7', 'merch8', 'merch6']"
373,"['merch2', 'merch0', 'merch2', 'merch1', 'merch2', 'merch0', 'merch3', 'merch9', 'merch3', 'merch7', 'merch1', 'merch2']"
374,"['merch1', 'merch3', 'merch5', 'merch0', 'merch7', 'merch9', 'merch1', 'merch0', 'merch7', 'merch2', 'merch8', 'merch2', 'merch3', 'merch1', 'merch4', 'merch2']"
375,"['merch2', 'merch9', 'merch7', 'merch2', 'merch5', 'merch3', 'merch5', 'merch0', 'merch1', 'merch2', 'merch3', 'merch1', 'merch2', 'merch7', 'merch1', 'merch4']"
376,"['merch3', 'merch0', 'merch5', 'merch2', 'merch4', 'merch5', 'merch2', 'merch4', 'merch0', 'merch5', 'merch2', 'merch3', 'merch4', 'merch8', 'merch1', 'merch8', 'merch3']"
377,"['merch4', 'merch5', 'merch1', 'merch5', 'merch3', 'merch0', 'merch9', 'merch8', 'merch1', 'merch0', 'merch3', 'merch9', 'merch4']"
378,"['merch7', 'merch9', 'merch2', 'merch8', 'merch1', 'merch8', 'merch1', 'merch3', 'merch1', 'merch0', 'merch4', 'merch1', 'merch4', 'merch7', 'merch1', 'merch6']"
379,"['merch1', 'merch4', 'merch1', 'merch5', 'merch1', 'merch2', 'merch3', 'merch2', 'merch9', 'merch7']"
380,"['merch4', 'merch3', 'merch7', 'merch1', 'merch7', 'merch1', 'merch2', 'merch1', 'merch7', 'merch8', 'merch7', 'merch0', 'merch9', 'merch3', 'merch2', 'merch9', 'merch2', 'merch9']"
381,"['merch4', 'merch8', 'merch4', 'merch5', 'merch0', 'merch1', 'merch0', 'merch3', 'merch7', 'merch1']"
382,"['merch1', 'merch7', 'merch5', 'merch3', 'merch0', 'merch1', 'merch7', 'merch2', 'merch4', 'merch9', 'merch6', 'merch7', 'merch3', 'merch0', 'merch4', 'merch1', 'merch8']"
383,"['merch2', 'merch3', 'merch7', 'merch1', 'merch6', 'merch3', 'merch2', 'merch5', 'merch6', 'merch8', 'merch7', 'merch1', 'merch8']"
384,"['merch9', 'merch2', 'merch0', 'merch7', 'merch4', 'merch1', 'merch9', 'merch8', 'merch1', 'merch9', 'merch7', 'merch0', 'merch7']"
385,"['merch0', 'merch3', 'merch1', 'merch9', 'merch1', 'merch8', 'merch5', 'merch1', 'merch7', 'merch8', 'merch6', 'merch8', 'merch4', 'merch2', 'merch5', 'merch4', 'merch3', 'merch2']"
386,"['merch2', 'merch0', 'merch1', 'merch4', 'merch1', 'merch6', 'merch1', 'merch8', 'merch7', 'merch5', 'merch3', 'merch1', 'merch8', 'merch1', 'merch4', 'merch5', 'merch9', 'merch4', 'merch7', 'merch6', 'merch8']"
387,"['merch5', 'merch3', 'merch1', 'merch7', 'merch9', 'merch2', 'merch7', 'merch4', 'merch3']"
388,"['merch4', 'merch7', 'merch9', 'merch4', 'merch3', 'merch5', 'merch3', 'merch8', 'merch9', 'merch3', 'merch4', 'merch2', 'merch1', 'merch0']"
389,"['merch1', 'merch3', 'merch7', 'merch2', 'merch1', 'merch5', 'merch3', 'merch2', 'merch4', 'merch2', 'merch8', 'merch3']"
390,"['merch8', 'merch1', 'merch8', 'merch4', 'merch0', 'merch9', 'merch2', 'merch1', 'merch9', 'merch2', 'merch1', 'merch4', 'merch8', 'merch7', 'merch4', 'merch8', 'merch3', 'merch4', 'merch0', 'merch9', 'merch5']"
391,"['merch1', 'merch4', 'merch7', 'merch3', 'merch9', 'merch6', 'merch2', 'merch5', 'merch7', 'merch8', 'merch5', 'merch3', 'merch4', 'merch1', 'merch5', 'merch1']"
392,"['merch1', 'merch4', 'merch5', 'merch1', 'merch7', 'merch2', 'merch1', 'merch3', 'merch1', 'merch3', 'merch8', 'merch4', 'merch3', 'merch8', 'merch0', 'merch1']"
393,"['merch1', 'merch3', 'merch7', 'merch1', 'merch7', 'merch5', 'merch3', 'merch4', 'merch3']"
394,"['merch1', 'merch0', 'merch2', 'merch3', 'merch7', 'merch3', 'merch4', 'merch0', 'merch9', 'merch5', 'merch3', 'merch1', 'merch3', 'merch2']"
395,"['merch5', 'merch8', 'merch9', 'merch7', 'merch4', 'merch0', 'merch2', 'merch7', 'merch3', 'merch9', 'merch2']"
396,"['merch8', 'merch5', 'merch2', 'merch7', 'merch2', 'merch6', 'merch3', 'merch2', 'merch3', 'merch2', 'merch7', 'merch1', 'merch9', 'merch5', 'merch1', 'merch9']"
397,"['merch7', 'merch2', 'merch8', 'merch0', 'merch9', 'merch5', 'merch6', 'merch4', 'merch0', 'merch8', 'merch5', 'merch8', 'merch2', 'merch3', 'merch5', 'merch8', 'merch9', 'merch5', 'merch9']"
398,"['merch5', 'merch4', 'merch7', 'merch2', 'merch8', 'merch2', 'merch1', 'merch0', 'merch5', 'merch1', 'merch2', 'merch7', 'merch1', 'merch5']"
399,"['merch2', 'merch3', 'merch2', 'merch9', 'merch5', 'merch0', 'merch4', 'merch1', 'merch5', 'merch8', 'merch3', 'merch1', 'merch3', 'merch6', 'merch7', 'merch2']"
400,"['merch3', 'merch7', 'merch1', 'merch3', 'merch9', 'merch3', 'merch9', 'merch2', 'merch9', 'merch2', 'merch5', 'merch7', 'merch6', 'merch3', 'merch8', 'merch4', 'merch1']"
401,"['merch5', 'merch8', 'merch3', 'merch8', 'merch3', 'merch1', 'merch3', 'merch8', 'merch5', 'merch1', 'merch2', 'merch1', 'merch2', 'merch6']"
402,"['merch3', 'merch0', 'merch2', 'merch3', 'merch6', 'merch5', 'merch2', 'merch5', 'merch8', 'merch2', 'merch3', 'merch2', 'merch8', 'merch4', 'merch9', 'merch3', 'merch4', 'merch5', 'merch2']"
403,"['merch2', 'merch8', 'merch9', 'merch8', 'merch3', 'merch5', 'merch4', 'merch8', 'merch2', 'merch8', 'merch5', 'merch4', 'merch9', 'merch5', 'merch7']"
404,"['merch1', 'merch3', 'merch1', 'merch2', 'merch5', 'merch2', 'merch9', 'merch5', 'merch2', 'merch7', 'merch8', 'merch9', 'merch4', 'merch7', 'merch3']"
405,"['merch7', 'merch6', 'merch5', 'merch6', 'merch1', 'merch5', 'merch7', 'merch2', 'merch0', 'merch3', 'merch7', 'merch1', 'merch2', 'merch8', 'merch9', 'merch3']"
406,"['merch3', 'merch2', 'merch8', 'merch1', 'merch4', 'merch1', 'merch4', 'merch9', 'merch8', 'merch4', 'merch1', 'merch7', 'merch2', 'merch0', 'merch4', 'merch7', 'merch5', 'merch3', 'merch2']"
407,"['merch7', 'merch0', 'merch8', 'merch6', 'merch5', 'merch9', 'merch8', 'merch1', 'merch5', 'merch8', 'merch4']"
408,"['merch1', 'merch5', 'merch9', 'merch4', 'merch9', 'merch8', 'merch9', 'merch4', 'merch1', 'merch8', 'merch1', 'merch7', 'merch3', 'merch5', 'merch7', 'merch9', 'merch7', 'merch2']"
409,"['merch2', 'merch3', 'merch0', 'merch3', 'merch5', 'merch3', 'merch2', 'merch6', 'merch2', 'merch8', 'merch3', 'merch5']"
410,"['merch1', 'merch3', 'merch0', 'merch4', 'merch8', 'merch4', 'merch8', 'merch5', 'merch2', 'merch3', 'merch2', 'merch8']"
411,"['merch0', 'merch1', 'merch9', 'merch5', 'merch4', 'merch9', 'merch3', 'merch8', 'merch2', 'merch6', 'merch5', 'merch1']"
412,"['merch7', 'merch3', 'merch1', 'merch4', 'merch7', 'merch2', 'merch9', 'merch5', 'merch7', 'merch9', 'merch7', 'merch5', 'merch1', 'merch6']"
413,"['merch7', 'merch3', 'merch8', 'merch1', 'merch8', 'merch1', 'merch9', 'merch8', 'merch3', 'merch8', 'merch1', 'merch2', 'merch3', 'merch4', 'merch8']"
414,"['merch3', 'merch0', 'merch8', 'merch7', 'merch9', 'merch4', 'merch7', 'merch2', 'merch0', 'merch2', 'merch1', 'merch9', 'merch1', 'merch7', 'merch4']"
415,"['merch5', 'merch4', 'merch1', 'merch3', 'merch2', 'merch5', 'merch0', 'merch2', 'merch1', 'merch2', 'merch5', 'merch6', 'merch9', 'merch2', 'merch1', 'merch6', 'merch9', 'merch7', 'merch1']"
416,"['merch1', 'merch5', 'merch4', 'merch5', 'merch7', 'merch1', 'merch5', 'merch9', 'merch8', 'merch5', 'merch1', 'merch2', 'merch7', 'merch2', 'merch8', 'merch1', 'merch7', 'merch1']"
417,"['merch0', 'merch1', 'merch2', 'merch9', 'merch5', 'merch2', 'merch3', 'merch8', 'merch5', 'merch3', 'merch1', 'merch3']"
418,"['merch5', 'merch6', 'merch1', 'merch9', 'merch4', 'merch7', 'merch9', 'merch6', 'merch5', 'merch7', 'merch3', 'merch2', 'merch8', 'merch4', 'merch2', 'merch1']"
419,"['merch3', 'merch2', 'merch1', 'merch2', 'merch3', 'merch9', 'merch2', 'merch1', 'merch8', 'merch7', 'merch9', 'merch4', 'merch2', 'merch8', 'merch9', 'merch3']"
420,"['merch1', 'merch9', 'merch5', 'merch1', 'merch2', 'merch3', 'merch2', 'merch1', 'merch2', 'merch7', 'merch9']"
421,"['merch7', 'merch1', 'merch6', 'merch0', 'merch2', 'merch8', 'merch7', 'merch0', 'merch3', 'merch5', 'merch1', 'merch2', 'merch3', 'merch1']"
422,"['merch2', 'merch5', 'merch4', 'merch0', 'merch1', 'merch3', 'merch8', 'merch7', 'merch1', 'merch5', 'merch2', 'merch3', 'merch6', 'merch9', 'merch0', 'merch1']"
423,"['merch0', 'merch1', 'merch7', 'merch8', 'merch9', 'merch0', 'merch2', 'merch0', 'merch7', 'merch4', 'merch1', 'merch5', 'merch9', 'merch2']"
424,"['merch6', 'merch4', 'merch8', 'merch2', 'merch7', 'merch1', 'merch9', 'merch7', 'merch8', 'merch3', 'merch7', 'merch8', 'merch3', 'merch9', 'merch8', 'merch9']"
425,"['merch6', 'merch1', 'merch3', 'merch1', 'merch4', 'merch2', 'merch9', 'merch3', 'merch6', 'merch2', 'merch1', 'merch2', 'merch8', 'merch9', 'merch5', 'merch1', 'merch6', 'merch3']"
426,"['merch9', 'merch5', 'merch8', 'merch5', 'merch4', 'merch7', 'merch4', 'merch9', 'merch7', 'merch4', 'merch1', 'merch7', 'merch5', 'merch9', 'merch4']"
427,"['merch0', 'merch4', 'merch1', 'merch8', 'merch6', 'merch8', 'merch3', 'merch7', 'merch3', 'merch9', 'merch1', 'merch4']"
428,"['merch4', 'merch8', 'merch2', 'merch5', 'merch2', 'merch1', 'merch7', 'merch2']"
429,"['merch8', 'merch1', 'merch8', 'merch9', 'merch5', 'merch2', 'merch5', 'merch2', 'merch8', 'merch9', 'merch2', 'merch7', 'merch3', 'merch6', 'merch1', 'merch5', 'merch1']"
430,"['merch5', 'merch7', 'merch5', 'merch3', 'merch2', 'merch3', 'merch8', 'merch7', 'merch3', 'merch9', 'merch2', 'merch9', 'merch7', 'merch2', 'merch7', 'merch1', 'merch2', 'merch0', 'merch2', 'merch5', 'merch8', 'merch3', 'merch6', 'merch0', 'merch4', 'merch6', 'merch1']"
431,"['merch1', 'merch8', 'merch7', 'merch8', 'merch5', 'merch0', 'merch2', 'merch1', 'merch8', 'merch2', 'merch4', 'merch1', 'merch2', 'merch3', 'merch5']"
432,"['merch5', 'merch7', 'merch4', 'merch9', 'merch1', 'merch6', 'merch8', 'merch5', 'merch3', 'merch5', 'merch1']"
433,"['merch3', 'merch1', 'merch8', 'merch1', 'merch7', 'merch1', 'merch2', 'merch8', 'merch4', 'merch9', 'merch5', 'merch0', 'merch7', 'merch1', 'merch3', 'merch4', 'merch6']"
434,"['merch4', 'merch9', 'merch1', 'merch9', 'merch0', 'merch7', 'merch9', 'merch1', 'merch2', 'merch9']"
435,"['merch7', 'merch9', 'merch8', 'merch4', 'merch0', 'merch2', 'merch1', 'merch2', 'merch5', 'merch3', 'merch0', 'merch2', 'merch9', 'merch3']"
436,"['merch7', 'merch1', 'merch4', 'merch5', 'merch0', 'merch9', 'merch1', 'merch5', 'merch6', 'merch0', 'merch8', 'merch4', 'merch1', 'merch2', 'merch3', 'merch1', 'merch3', 'merch8', 'merch3', 'merch0', 'merch2', 'merch3', 'merch4', 'merch3', 'merch9', 'merch2']"
437,"['merch2', 'merch1', 'merch6', 'merch7', 'merch1', 'merch4', 'merch1', 'merch4', 'merch8', 'merch9', 'merch3', 'merch2', 'merch5', 'merch3', 'merch9', 'merch1']"
438,"['merch8', 'merch2', 'merch7', 'merch6', 'merch2', 'merch8', 'merch2', 'merch9', 'merch2', 'merch3', 'merch4']"
439,"['merch1', 'merch8', 'merch3', 'merch1', 'merch4', 'merch3', 'merch9', 'merch8', 'merch5', 'merch7', 'merch6', 'merch7', 'merch8', 'merch4', 'merch8', 'merch2', 'merch3']"
440,"['merch6', 'merch5', 'merch2', 'merch4', 'merch8', 'merch0', 'merch6', 'merch1', 'merch5', 'merch1', 'merch9', 'merch6', 'merch8', 'merch1', 'merch3', 'merch4', 'merch9', 'merch3', 'merch1', 'merch5']"
441,"['merch9', 'merch5', 'merch1', 'merch3', 'merch7', 'merch1', 'merch9', 'merch1', 'merch4', 'merch6', 'merch2', 'merch4', 'merch6', 'merch7', 'merch2', 'merch4', 'merch5']"
442,"['merch1', 'merch5', 'merch4', 'merch1', 'merch9', 'merch4', 'merch8', 'merch5', 'merch9', 'merch7', 'merch2', 'merch8', 'merch3', 'merch9', 'merch0', 'merch1', 'merch3']"
443,"['merch1', 'merch2', 'merch1', 'merch3', 'merch2', 'merch8', 'merch3', 'merch1', 'merch4', 'merch3', 'merch2', 'merch1', 'merch6']"
444,"['merch4', 'merch8', 'merch2', 'merch1', 'merch9', 'merch2', 'merch1', 'merch5', 'merch8', 'merch2', 'merch7', 'merch1', 'merch0', 'merch9', 'merch1', 'merch2', 'merch5']"
445,"['merch7', 'merch0', 'merch3', 'merch9', 'merch4', 'merch7', 'merch0', 'merch2', 'merch4', 'merch9', 'merch2', 'merch3', 'merch8', 'merch2']"
